	Cebpb	Creb1	Ebf1	Elf2	Esr1	Ets1	Etv1	Etv3	Fli1	Fosl2	Hey1	Hinfp	Hivep1	Insm1	Irf4	Klf14	Klf5	Klf7	Maf	Mtf1	Mxi1	Nfe2l2	Nfkb1	Pou2f2	Pparg	Prdm1	Rela	Stat3	Taf1	Tbx3	Zbtb33	Zbtb6	Zbtb7a
Abca3	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	-0.5	0	-0.5
Abca6	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0
Abca9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0
Abcb1a	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0
Abcb1b	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0.5	0	1.5	1.5	0	0	0	0	1.5	0	0	0	0	0.5	0	0	0.5	0	0
Abcc4	0	0	0	0	0	0.5	0	0	0	1.5	0.5	0	0	0	0.5	0	0	0.5	1.0	0	0	1.0	0	0.5	0	1.5	0	0.5	0.5	0	0	0	0
Abcc5	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Abcd1	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0
Abcg2	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Abcg3	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Abhd11	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5
Abhd13	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0
Abhd15	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5
Abhd2	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0
Abhd3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.5	0	0.5
Abhd6	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	0	0	0	0	0
Abhd8	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Abi3	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Abl1	0	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	-0.5	0	-0.5
Ablim1	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Abtb2	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
Acaca	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	-0.5	0	-0.5
Acad10	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0
Acad8	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acadl	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	-0.5
Acap1	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Acap3	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Acbd3	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0
Accs	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0
Acn9	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Acot11	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Acot9	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Acpp	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0
Acsbg1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Acsf2	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	-0.5	0	0	-0.5
Acsf3	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0
Acsl1	0	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Acsl3	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0	0	0	0.5
Acsl4	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0
Actr10	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0.5
Actr1a	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr8	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Acvr2a	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Acy1	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0
Acyp1	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Acyp2	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Adam15	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Adam1a	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Adam30	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0
Adam33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0
Adam8	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0
Adamts10	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Adamts14	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0
Adamts17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
Adamts2	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts3	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Adamts4	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0	0.5
Adamts6	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0
Adamts7	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Adap1	0	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	-0.5
Adap2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0
Adarb1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Adat2	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adck1	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Adck4	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0
Adck5	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Adcy4	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0.5
Adcy6	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy7	-0.5	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-1.5	-0.5	0	-0.5	-0.5	0	0	-0.5	0	0	0	-1.5	0	0	0	-0.5	-0.5
Adcy9	0	0	0	0	0	0.5	0	0	0	0	1.5	0	0	0	0.5	0	1.5	1.5	0	0	0	0	0	0	0	0.5	0	1.5	0	0	0	0	0.5
Add3	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0	0	0.5	0	0.5
Adi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Adora2a	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0	0	0	0	0
Adora2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0
Adrbk1	0	-0.5	0	-0.5	0	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5
Adss	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	1.5
Adssl1	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0	0.5	0	0.5
Aebp2	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0.5	0	0.5
Af251705	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Afap1l1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0
Afap1l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Aff1	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Aff3	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Agap1	0	0	0	0	0	1.5	0	0	0	0.5	1.5	1.0	0	0	0.5	0	1.5	1.5	0	0	0	0	0.5	1.5	0	0.5	0.5	0.5	1.5	0	0.5	0	1.5
Agap2	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0
Agbl3	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Agbl5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0
Agfg2	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Aggf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5
Agk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0
Agpat2	0	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0.5
Agpat4	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0.5	0	0.5	0	0
Agpat9	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0
Agrn	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Agtpbp1	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	1.5	1.5	0	0.5	0	0	0.5	1.5	0	0.5	1.5	0.5	1.5	0	0	0	0
Ahctf1	0	0	0.5	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0
Ahcyl2	0	0	0.5	0	0	1.5	0	0	0	0.5	0	0	0	0	0.5	0.5	1.5	0.5	0	0	0	0	0.5	0	0	0.5	1.5	0.5	0.5	0	0.5	0	0.5
Ahi1	0	0	0	0	0	1.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0.5
Ahnak	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Ahrr	0	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	-0.5	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Ahsa1	0	0	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Ai413582	0	-0.5	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	-0.5	0	-0.5	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	-0.5
Ai467606	-0.5	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Ai504432	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0
Aif1l	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0
Aifm2	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Aim1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0
Aim2	-0.5	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Aimp1	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5	0	0	0	0
Aimp2	0	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0
Aip	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5
Airn	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0
Ak8	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5
Akap11	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	0	-0.5	0	0
Akap12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Akap13	0	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Akap2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0
Akirin1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5
Akirin2	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5
Akr1b10	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Akr7a5	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5
Alas1	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0
Alcam	0	0	0.5	0	0	0.5	0	0	0	1.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	1.5	0.5	1.5	0.5	0	0.5	0	0
Aldh1a2	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0
Aldh3a2	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh3b1	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Aldh4a1	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	-0.5	0	-0.5	0	0	0
Aldh6a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Aldoa	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0
Alg11	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5
Alg13	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0	0	0	0
Alkbh2	-0.5	0	0	-0.5	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	-0.5
Alkbh7	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	0	0	-0.5
Alox5	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Alox5ap	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5
Alpi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5
Alpk2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0
Als2cl	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0
Ambp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0
Amfr	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5
Amh	0	0	0	0	0	-0.5	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5
Amica1	0	0	0	0	0	-0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammecr1l	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0
Amotl2	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5
Ampd3	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	0	0	0	-0.5
Amz1	0	-0.5	0	-0.5	0	-0.5	0	0	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0
Anapc10	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5
Anapc16	0	0	0	-0.5	0	-0.5	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	0	0	-0.5	0	-0.5
Angptl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Angptl7	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0	0.5	0.5	0	0	0	0.5
Ank3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Ankle1	0	0	0	0	0	-0.5	-0.5	0	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Ankrd10	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
