	IL17pos_SC_EAE_1	IL17pos_SC_EAE_2	IL17neg_SC_EAE	IL17pos_SI_EAE	IL17pos_SI_SS	IL17pos_SI_mock	IL17neg_SI_EAE	IL17neg_SI_mock	IL17neg_SI_SS
Pcdhgb4	6.036443307	5.264034016	5.870450606	6.604532559	7.142614887	6.857151248	6.679784016	6.503910365	6.51807166
Pcdhgb5	6.081646832	6.081030706	6.392102229	6.547661336	6.806388528	6.969445878	6.679784016	6.553579141	6.535351339
Pcdhgb6	5.247321836	5.926409562	5.928200587	6.566916537	6.598056133	6.871733852	6.265795496	6.632077381	6.500538427
Pcdhgb7	5.247321836	5.953953826	5.928200587	6.425109901	7.320941579	7.121637832	6.481905039	6.601282376	6.710793874
Pcdhgb8	5.314045695	5.181575855	6.083042497	6.566916537	6.614156024	7.035008747	6.243932309	6.734186445	6.482742846
Pcdhgc3	8.286618311	8.031922905	7.75005286	9.542321518	10.44940357	9.875721136	8.339572213	8.917087164	9.159229305
Pcdhgc4	6.081646832	6.032142426	6.196132016	7.384700143	8.343710349	8.184203517	6.876682914	7.149440347	7.259425305
Pcdhgc5	6.225916481	5.807130141	6.605399915	7.99876927	8.106394077	8.474519606	7.125057407	6.761889909	7.239759685
Pced1a	10.19740124	10.28708672	9.922677995	9.829051719	9.407240154	9.545640566	9.482912182	9.604111719	9.418227445
Pced1b	10.71680562	10.43648429	10.28421851	8.740271499	8.92526318	8.782792136	9.119255001	9.46753807	8.975657354
Pcf11	12.76495051	13.06992838	13.22834386	13.38316948	12.92591527	13.02593951	13.12855812	13.0349456	13.11622196
Pcgf1	8.874916075	8.826408127	8.410767138	7.802638614	7.775017978	7.642204605	8.00138516	7.338823745	7.66945285
Pcgf2	8.83460866	8.531914749	8.4804884	7.463753969	8.17834933	7.634007488	7.024311219	7.837281464	7.288396528
Pcgf3	9.325900309	8.546376903	9.062379116	9.058973851	9.383711991	9.023990639	9.185379193	9.069896008	9.306041065
Pcgf5	9.617414949	9.346503021	10.0472024	10.36610615	10.2664495	10.36657019	10.11273077	10.41393499	10.55296012
Pcgf6	8.964777816	9.040282478	9.039547304	9.695809341	9.485678975	9.692309657	9.988818195	9.783436587	9.921901248
Pcid2	8.715307516	8.747378276	8.671269089	9.513183863	9.573352323	9.248975555	9.358453026	9.294655461	9.720565002
Pcif1	10.14030177	9.10502798	9.241940385	9.460140831	9.734136641	9.696177865	9.538409114	9.714033089	9.666392477
Pck1	4.811952535	4.811952535	4.811952535	5.102753323	5.19516297	5.216092193	4.811952535	4.811952535	4.811952535
Pck2	7.989368289	7.474163234	6.82522765	6.808948894	7.589654744	7.109603694	6.823473997	6.998831289	7.500305231
Pclo	4.811952535	5.588769999	5.182195795	5.457895318	6.985292798	6.084176081	5.281527788	5.917201378	5.416751558
Pcm1	12.55503244	12.68973822	13.0433131	12.84363399	12.57821691	12.60464844	12.91168873	12.51314193	12.67528113
Pcmt1	9.947757711	10.43164911	10.07858524	9.947657416	9.590263601	9.771436157	9.890250347	9.764402342	9.98891452
Pcmtd1	11.86487929	12.0499309	12.08036351	11.90152091	11.68580218	11.77195196	11.88823333	11.52472547	11.84808069
Pcmtd2	9.838178228	10.09980908	10.18160276	9.632617905	10.15223949	10.14831105	9.725906451	9.972201328	10.31264001
Pcna	12.3048781	12.67037931	12.29556546	12.83800406	12.40237404	12.87688551	12.94374403	12.53854734	12.79583442
Pcnp	10.76391376	10.89348892	10.99212997	11.19463869	11.04038196	11.20113933	11.02739709	11.02894968	11.2575281
Pcnt	10.30326903	10.21349233	10.19998201	10.78391267	10.83918034	10.72450242	10.5398186	10.86006935	10.37929596
Pcnx	10.77031679	10.98410267	10.61126603	11.21702304	11.24326296	11.16255547	10.5074427	10.92145248	10.6551199
Pcnxl2	4.811952535	4.811952535	4.811952535	6.335624719	6.565203114	5.963272942	5.281527788	5.188375943	5.877410933
Pcnxl3	10.17397361	10.13949973	10.34328148	10.08032435	10.31016756	10.07745291	9.967329397	10.64555276	9.970289889
Pcnxl4	7.234614697	7.57812496	7.477699927	7.764531201	7.627276352	7.085203096	7.724949628	7.603124311	7.595122071
Pcolce	5.913395848	6.127679282	6.083042497	6.403382404	7.204723382	6.266641764	6.221623329	6.569689709	6.977956714
Pcolce2	4.811952535	4.811952535	4.811952535	4.811952535	6.196290262	5.306121106	5.473165136	5.757364973	6.199563208
Pcp2	5.771387917	4.811952535	5.264790217	5.390651692	5.19516297	4.811952535	4.811952535	5.078500463	4.811952535
Pcp4	4.811952535	5.181575855	4.811952535	4.811952535	5.19516297	4.811952535	5.195919549	5.511307862	5.084008515
Pcp4l1	4.811952535	4.811952535	4.811952535	6.425109901	7.184339226	6.523147811	6.243932309	6.301362598	6.602094419
Pcsk1	6.353213088	7.9189601	7.251523519	6.403382404	6.706567423	7.401756226	6.308266751	6.952432077	7.13686412
Pcsk1n	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.195919549	4.811952535	4.811952535
Pcsk2	4.811952535	4.811952535	4.811952535	4.811952535	5.19516297	5.216092193	4.811952535	5.404643135	5.084008515
Pcsk2os1	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pcsk2os2	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pcsk4	5.314045695	5.333268804	5.928200587	4.811952535	5.19516297	5.098188012	5.810767067	5.511307862	5.353682791
Pcsk5	4.811952535	4.811952535	5.264790217	6.446439278	8.17332928	7.268953149	6.243932309	7.108128225	7.316760129
Pcsk6	4.811952535	4.811952535	4.811952535	5.840315845	6.936652051	6.24239802	5.281527788	6.001207778	6.222350843
Pcsk7	10.03547307	9.793912821	10.04973833	10.37360057	10.38308299	10.36049343	9.897843648	10.26172327	10.34968162
Pcsk9	6.318298672	6.42506324	6.874685563	7.051821142	6.645734551	6.701322337	6.92777837	6.301362598	6.152480079
Pctp	6.419993953	7.192390825	6.590274874	6.855260995	6.911631745	7.168715453	6.265795496	6.8023376	6.710793874
Pcx	6.081646832	6.032142426	6.196132016	5.625050312	6.423966346	5.930542931	6.633243988	5.946035442	5.739710133
Pcyox1	7.881646515	7.481855282	7.717982002	7.709369003	8.45518091	8.244018456	8.691846274	8.928558972	9.006991756
Pcyox1l	6.557624278	6.235976251	6.620339885	6.012834991	6.149303489	5.746424433	5.700962481	5.721478396	6.266542407
Pcyt1a	9.144639716	9.068032153	9.546956911	9.337600614	9.953233651	9.825405644	9.885675075	10.78656054	11.16675541
Pcyt1b	7.341149783	7.201850867	7.242377011	6.885231045	6.961199359	7.650353553	6.915192589	7.199344404	7.189299654
Pcyt2	7.301161327	7.688085102	7.260608378	7.19969344	7.214800452	7.145384402	7.851060291	7.603124311	7.587464758
Pdap1	10.23390488	10.30306061	9.559476599	9.71364735	9.655988637	9.323455421	9.586213193	9.463607571	9.437147242
Pdc	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pdcd1	10.07740596	10.99659493	10.3980308	6.870333363	7.996793286	7.994262775	8.746891858	9.51388484	9.294555997
Pdcd10	11.5578989	11.63385614	11.42879996	11.29339915	10.91786368	11.32734635	11.40076936	10.97620246	11.2925263
Pdcd11	9.741477733	9.208352914	9.541557797	10.04163428	9.970550113	9.894355673	9.97021316	10.31062873	10.05566889
Pdcd1lg2	10.26950667	11.34243199	11.32434514	9.57955531	9.694724572	9.713457303	9.856355834	10.38100959	10.33632183
Pdcd2	9.213228177	8.993683058	9.438803742	8.852176885	9.238610375	9.293102954	9.474806316	9.534638091	9.386130462
Pdcd2l	8.798733519	7.481855282	8.398807597	8.282152381	7.748059175	8.44246833	8.512711297	8.05900696	8.238506679
Pdcd4	12.97289319	12.9616056	13.20195767	12.88003134	12.53258842	12.61208117	13.18979096	12.49041862	12.5793527
Pdcd5	10.14249805	10.16069703	9.95280164	10.22959955	9.973416058	10.28421736	10.14115337	9.858649183	9.990337259
Pdcd6	10.9745034	10.82877325	10.67176032	11.10596156	10.81782416	10.76829967	11.16581744	10.7873459	10.95077674
Pdcd6ip	12.77789255	12.43007308	12.75384812	12.72809803	13.05504252	12.93158186	12.6725842	13.08641366	13.04703583
Pdcd7	7.717804285	7.606444002	7.983149321	7.779899176	8.246823709	8.1561568	8.040749069	8.241348147	8.345405763
Pdcl	9.623721452	9.59360834	9.332315149	9.812595678	9.648832346	9.818325525	9.496988441	9.677186843	9.74774716
Pdcl2	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	5.083857635	4.811952535	4.811952535
Pdcl3	10.53320679	10.2774167	9.817952608	9.26949648	9.061079594	9.651053161	9.281511596	8.998249661	9.299161045
Pddc1	7.504368922	7.681462124	7.477699927	6.693811663	6.820026853	7.009175733	7.081225609	7.065489319	7.082279563
Pde10a	4.811952535	4.811952535	4.811952535	5.877488403	6.460886588	5.381654138	5.416419987	5.272328185	4.811952535
Pde11a	7.432582998	8.005837667	7.242377011	7.55656629	7.234730641	7.268953149	7.668236902	7.237971715	7.115298702
Pde12	10.38158289	10.32513074	10.32769685	10.62242556	10.42030379	10.64074709	10.65177529	10.49213809	10.42943853
Pde1a	4.811952535	5.264034016	4.811952535	8.227611321	8.966222451	7.650353553	6.328912129	7.558696427	8.599001263
Pde1b	7.63760413	6.796859327	8.030661853	7.938664082	7.55880266	6.842400948	7.888633176	7.416105909	7.690997157
Pde1c	5.425365606	5.807130141	5.074112238	6.64102395	7.401997769	6.380537104	6.151783787	6.520696585	6.928782029
Pde2a	8.78186754	7.435042226	9.922677995	9.018015701	8.495832827	8.688539448	10.47635203	10.25492389	9.635795889
Pde3a	4.811952535	4.811952535	4.811952535	6.58587007	7.543114139	6.42308722	6.127442648	6.916514406	6.810781013
Pde3b	11.31338945	10.47647195	11.29527071	13.10914284	13.41570777	13.18751508	13.26798071	13.39985538	13.47964481
Pde4a	9.144639716	8.94279441	9.730532896	8.19953331	7.820978664	7.458940487	7.71098673	8.268824312	8.122885721
Pde4b	14.90701363	14.70427217	14.50618185	15.38487192	15.35946109	15.41075228	14.36456497	14.81788034	14.8252677
Pde4c	6.059298495	5.264034016	5.499977964	5.877488403	5.4152391	5.746424433	5.573289963	5.511307862	5.196131989
Pde4d	13.12369055	12.74513515	12.92147955	13.04978864	13.19671535	13.09414813	13.18700702	13.43460162	13.29683425
Pde4dip	10.44700429	10.04259241	10.25814557	10.08185055	10.46373609	10.39894919	9.978829969	10.07873654	10.16426724
Pde5a	10.87569117	9.883082525	8.286388585	13.10032805	13.96418954	13.97749848	9.155238292	10.70827298	10.97108359
Pde6a	4.811952535	5.181575855	4.811952535	5.947579141	5.571814958	5.216092193	5.525127282	5.188375943	4.811952535
Pde6b	5.247321836	5.838475027	5.840136481	6.676464503	6.706567423	6.982823714	7.047372554	6.788998023	7.013658984
Pde6c	5.473700031	5.073672081	5.074112238	5.573760679	5.352324212	4.811952535	4.811952535	4.811952535	4.811952535
Pde6d	7.234614697	7.80828377	7.610082222	7.038720589	6.833520805	6.842400948	7.177891919	6.74811442	6.83795725
Pde6g	4.811952535	5.264034016	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pde6h	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.342807073	4.811952535
Pde7a	12.44396108	12.53992259	12.96089017	13.55868578	13.37147902	13.41129153	13.50958561	13.62517336	13.77155464
Pde7b	5.063947529	5.333268804	5.631068848	6.46738723	7.320941579	6.717801073	6.551520138	6.569689709	7.001866032
Pde8a	7.032476341	7.789980053	8.539722555	9.08970318	9.031071605	9.060520882	9.222186893	9.549545507	9.54184082
Pde8b	6.370275886	5.740766176	6.543734761	6.103284918	6.021603283	6.084176081	7.306249841	6.601282376	6.051426563
Pde9a	4.811952535	4.811952535	5.074112238	5.980758053	6.630046801	5.447883911	5.083857635	5.887444462	6.024511134
Pdf	8.174230237	7.820354448	7.762677417	8.093575068	7.808000534	7.962130167	8.132009942	8.18954906	8.267178806
Pdgfa	4.811952535	5.705470034	5.264790217	6.288093381	6.196290262	5.824756535	5.195919549	5.974016992	5.877410933
Pdgfb	7.071590747	7.301744149	6.495320868	6.07402591	5.906071487	5.216092193	5.195919549	5.404643135	5.66122844
Pdgfc	4.811952535	4.811952535	5.074112238	5.573760679	6.048461373	5.447883911	5.416419987	5.460317872	5.877410933
Pdgfd	4.811952535	4.811952535	4.811952535	5.840315845	6.973301666	5.896628795	5.281527788	5.683917171	6.077639029
Pdgfra	5.063947529	4.811952535	4.811952535	8.623079069	10.08096064	8.775476291	7.539423142	8.532953835	9.428769162
Pdgfrb	5.830961034	4.811952535	5.074112238	8.129783656	8.33924353	7.752158089	5.938422152	6.321328528	6.710793874
Pdgfrl	4.811952535	5.073672081	5.499977964	5.102753323	4.811952535	4.811952535	4.811952535	5.558576792	5.084008515
Pdha1	10.68100272	10.42192983	10.46414198	10.79325489	10.41082413	10.63270276	10.5339859	10.26961555	10.50898734
Pdha2	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	4.811952535	4.811952535	4.811952535
Pdhb	10.96585142	11.17262993	10.82389389	11.45160731	11.29225721	11.47859457	11.53430691	11.31310909	11.48282932
Pdhx	9.181484812	8.709376413	8.899999655	8.852176885	8.940026217	8.986505645	8.799897403	8.956843081	9.10236855
Pdia2	5.830961034	6.661347942	6.786834793	7.187978097	7.47850945	7.372240708	7.198454457	7.457222695	7.178975811
Pdia3	13.25095417	13.64320852	13.38104261	13.58822928	13.71377294	13.7869574	13.45496165	13.3684553	13.62881153
Pdia4	10.79634566	11.38606172	11.00720547	11.06567134	11.5135207	11.41143047	10.73293103	10.64728427	11.12205433
Pdia5	4.811952535	4.811952535	5.74228046	5.760865651	6.460886588	6.055299849	5.353384952	5.342807073	5.196131989
Pdia6	10.61612527	10.98674163	10.58790986	11.39137476	11.86689255	11.84686198	10.89413142	11.01225267	11.51182888
Pdik1l	9.364091176	9.553182813	9.546956911	8.554053576	8.8459429	8.815258375	8.29857089	8.559081304	8.836651794
Pdilt	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	5.078500463	4.811952535
Pdk1	9.628433258	9.885914657	10.25155296	9.794087864	9.047517362	9.282841303	10.36138042	9.596954684	9.381796208
Pdk2	6.557624278	7.009501021	6.317784107	6.263546068	6.442572074	6.955929444	6.517219645	6.676870501	6.266542407
Pdk3	9.190018552	9.129172443	9.22406241	9.59674917	9.426208142	9.653044806	9.744559587	9.642851511	9.774425574
Pdk4	4.811952535	5.073672081	4.811952535	6.840009353	5.842457922	5.216092193	5.083857635	5.404643135	5.939019034
Pdlim1	9.070298892	9.410897455	9.603320905	10.11502428	10.28847429	10.43986775	10.14115337	10.31390353	10.22231729
Pdlim2	8.654798596	8.165012534	8.449921772	6.824573651	7.07747011	7.27964358	7.490929261	7.66720174	8.107083533
Pdlim3	4.811952535	5.073672081	4.811952535	6.914519782	7.741237259	6.192230027	5.473165136	6.001207778	6.464675613
Pdlim4	5.063947529	5.807130141	5.499977964	5.625050312	6.385836125	5.507478679	6.328912129	6.001207778	5.968366818
Pdlim5	11.07044029	10.9880593	11.24860059	11.53526255	11.43933384	11.21265094	11.25536861	11.18250052	11.28501509
Pdlim7	7.372313961	7.844187796	7.595984706	8.244194974	8.596403417	8.22255853	7.779442934	8.06948817	8.047580931
Pdp1	9.854352235	9.758803993	9.519756397	10.3497333	10.31356316	10.59179376	9.882616798	9.609456231	10.08392864
Pdp2	9.032819646	8.633588813	8.894351363	9.357922605	9.513532082	9.532715609	8.997075528	9.613008243	9.330989693
Pdpk1	12.66828824	12.62854309	12.53527575	12.37228332	12.23944	12.39480939	12.34644087	12.45453633	12.32144784
Pdpn	4.811952535	4.811952535	5.33413849	7.211307324	7.642043443	6.42308722	5.810767067	6.340946504	7.13686412
Pdpr	9.042281652	8.426350249	9.268346963	9.669646671	9.6613326	9.849915454	9.563465368	9.886787977	9.800618613
Pdrg1	9.890092935	9.977709458	9.719421723	9.293438007	9.379392464	9.709635314	9.576778601	9.235923798	9.457881343
Pds5a	13.21985042	13.31977596	13.35553726	13.20900371	12.90225379	12.94706756	13.0768605	12.98071538	12.97902589
Pds5b	12.14793981	12.328949	12.32854991	11.93692674	11.63017646	11.64476484	11.99254155	11.65390525	11.77489782
Pdss1	8.518718069	8.000562163	8.303614993	8.952626452	8.33026755	8.895029904	8.504736377	8.555377979	8.514087497
Pdss2	7.268298032	7.783825138	7.911557673	7.574401352	7.366567342	7.486661752	8.126801783	7.424428698	7.380723836
Pdx1	4.811952535	4.811952535	5.182195795	4.811952535	5.659133632	5.098188012	5.083857635	4.811952535	5.084008515
Pdxdc1	9.75446531	10.09002017	10.15004611	10.64530629	10.1176885	10.18591585	10.62824495	10.25946037	10.3452421
Pdxk	7.259955762	8.021546677	7.493053303	9.947657416	10.48697736	10.001367	9.754633066	9.944289244	9.917420591
Pdxk-ps	4.811952535	5.588769999	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pdxp	7.410292659	7.771433321	7.086846557	6.159430961	6.514184279	6.684622869	6.463845143	6.503910365	6.464675613
Pdyn	4.811952535	5.181575855	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pdzd11	10.14249805	10.05522556	9.80899653	9.669646671	9.473574809	9.564812851	9.262792897	9.30567988	9.749429123
Pdzd2	9.430377573	9.997483021	10.17464965	10.54489826	10.40340773	10.46387272	10.06362721	10.36741581	10.0171057
Pdzd3	4.811952535	4.811952535	5.264790217	5.102753323	4.811952535	5.098188012	5.083857635	4.811952535	5.353682791
Pdzd4	7.585841598	7.419075431	7.348249965	7.211307324	7.634679562	7.342071395	7.296798331	7.843426783	7.640197073
Pdzd7	4.811952535	5.394022115	4.811952535	4.811952535	5.993994681	5.562026586	5.525127282	5.342807073	5.701442157
Pdzd8	12.34641106	12.29155823	12.44165548	12.72882834	12.30626972	12.35014009	12.41730746	12.45897834	12.3678535
Pdzd9	5.372612311	5.668531494	6.392102229	6.358659906	7.032188622	6.996066014	6.988941871	6.761889909	6.977956714
Pdzk1	8.008983205	8.43804223	7.72445551	7.847037205	7.794900799	7.236364001	7.440660952	7.179605604	7.625334468
Pdzk1ip1	4.811952535	6.006769716	5.182195795	4.811952535	5.4152391	5.098188012	5.353384952	5.188375943	5.473526814
Pdzrn3	4.811952535	5.333268804	5.982592331	7.077638417	7.393226088	6.667695887	5.66076922	6.632077381	7.483847796
Pdzrn4	4.811952535	4.811952535	4.811952535	5.313951068	4.811952535	5.098188012	4.811952535	5.078500463	4.811952535
Pea15a	10.56874575	10.45947002	10.58354281	10.24738687	10.67292568	10.90230602	10.29164481	10.61667847	10.96386392
Pea15b	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Peak1	11.65796082	11.62837472	12.21966791	12.71365959	12.8867675	12.7580789	12.66726705	13.29223176	13.20016733
Pear1	8.903770227	7.88494446	8.95257637	8.70093628	8.203186052	8.326752467	8.716189858	8.992797386	8.591487269
Pebp1	8.598059098	8.972475998	8.378648881	8.390292382	8.334762627	8.636956865	8.335074509	8.455552336	8.367617228
Pebp4	4.811952535	4.811952535	4.811952535	4.811952535	5.083320301	4.811952535	4.811952535	4.811952535	4.811952535
Pecam1	11.83939696	11.74790531	11.54068522	11.72730744	11.80071181	11.75723154	11.24231509	11.2541192	11.27629943
Pecr	5.167877154	5.545301774	5.74228046	6.381238847	6.173056498	6.217604549	6.076976913	5.917201378	6.152480079
Pef1	8.333846604	8.282330391	8.009742751	7.660282071	8.33026755	8.595970422	8.392463171	8.330939556	8.204306181
Peg10	5.167877154	4.811952535	5.264790217	5.457895318	6.125001687	5.930542931	5.195919549	6.173324212	5.66122844
Peg12	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Peg13	8.089429647	8.549969647	9.300686975	9.86318669	10.31807822	10.06853195	10.10225467	10.59261621	10.39441529
Peg3	4.811952535	4.811952535	4.811952535	7.278960404	7.865477138	6.650534258	6.308266751	6.416208086	6.941251054
Peg3os	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Peli1	13.56946503	13.38285706	13.64050354	13.21613939	13.64021867	13.85873959	13.21278389	13.71518951	13.84037331
Peli2	5.425365606	6.215174559	5.449786483	6.777111102	6.721321985	6.112257516	5.7757493	6.585588699	6.725573404
Peli3	4.811952535	4.811952535	4.811952535	5.672995984	4.811952535	5.216092193	5.281527788	5.078500463	5.281786841
Pelo	7.476103612	7.114199335	7.818116409	6.793129863	7.582006073	6.857151248	7.208618634	7.169625982	6.851331627
Pelp1	7.585841598	7.606444002	7.339736403	8.313898414	8.434411466	8.649026894	8.29857089	8.617063748	8.174319687
Pemt	5.063947529	4.811952535	5.33413849	5.313951068	4.811952535	5.507478679	5.416419987	5.558576792	4.811952535
Penk	7.810564066	10.72274227	9.465663918	9.537877037	11.66025833	10.73675024	9.7762201	10.74350327	11.49289516
Peo1	7.226060567	6.859529324	6.733763446	7.36420026	7.283302886	7.592278138	6.940243182	7.128944566	7.126125101
Pepd	8.178555668	8.141293268	8.215312198	7.992216293	7.589654744	8.074531325	8.007076348	8.115713995	8.080347351
Per1	11.66713825	12.14068834	11.8273321	12.59584079	12.66801404	12.34245614	12.06778594	12.44958468	11.7103665
Per2	6.282265281	5.629725612	6.298415971	8.32950923	8.132514628	7.27964358	8.261103995	8.255152754	8.613911641
Per3	6.225916481	7.041791948	6.786834793	8.282152381	9.017221289	8.595970422	8.132009942	8.50633877	8.964091084
Peril	4.811952535	5.073672081	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Perm1	5.964520827	6.215174559	6.27870596	7.077638417	6.496683132	6.871733852	7.324957342	6.8023376	6.90347827
Perp	7.309253925	8.542775089	8.061469819	8.656379555	8.919315118	8.624783974	8.375050523	8.241348147	8.54943793
Pes1	9.81632635	9.491262128	9.650890905	9.160875341	8.922292235	9.18978029	9.630657579	9.15774535	9.13108045
Pet100	8.996770584	8.513628347	8.603546801	8.375338449	8.246823709	8.217142401	8.227488636	7.407732125	8.189392298
Pet112	6.78146066	6.953849038	6.678347489	6.547661336	6.423966346	7.072832184	7.167490967	6.987385055	6.783011767
Pet117	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pet2	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.098188012	4.811952535	4.811952535	4.811952535
Pex1	8.919267318	8.731666702	8.905625768	8.481517841	8.426018113	8.336763348	9.036213727	8.703196571	8.661322549
Pex10	6.403658008	7.073310179	7.04494667	7.176159382	7.884123575	7.449574143	6.889647606	7.774295943	7.380723836
Pex11a	5.560474969	5.181575855	5.899778874	6.928919121	5.936296104	5.704301039	5.700962481	5.887444462	6.309032055
Pex11b	9.426774084	8.77216328	8.543344245	8.024680516	8.33924353	8.115933228	8.167939786	8.309066126	8.354332036
Pex11g	6.571981649	6.871703252	7.603051418	7.374488761	6.284539944	6.025569898	7.188212645	6.469609517	6.602094419
Pex12	6.992163307	7.435042226	7.781402636	8.339821959	7.320941579	8.296289447	8.018390213	7.617621987	7.80058755
Pex13	9.896615337	10.09247364	9.947371266	10.72362259	10.52847462	10.67051981	10.59314856	10.45801344	10.81934035
Pex14	7.729742331	7.519682594	7.012623997	7.140062991	6.99717496	7.180229969	7.167490967	6.928597752	6.87766906
Pex16	7.417763226	7.599418418	7.617077496	8.41487153	8.636907652	8.496979811	8.335074509	8.259724594	8.49809042
Pex19	8.982093343	9.391082296	8.788676921	9.35286898	9.58652268	9.571147255	9.412510673	9.463607571	9.428769162
Pex2	8.682345035	8.418501904	8.785627222	8.087449051	7.950449257	7.839958873	8.844719685	8.352481364	8.987131063
Pex26	8.187167088	7.466427831	6.979485027	7.025488385	6.735904655	7.022155726	7.070037356	7.338823745	7.249628367
Pex3	9.15121088	9.224126538	9.266164859	9.882585412	9.259922282	9.457195937	9.789345323	9.596954684	9.692859667
Pex5	8.294599574	7.758930502	8.430479055	8.385325185	8.535357379	8.583441489	8.157766883	8.407008873	8.159084869
Pex5l	4.811952535	4.811952535	4.811952535	5.102753323	5.471877009	5.447883911	4.811952535	5.078500463	4.811952535
Pex6	7.276589066	7.394769947	7.775188765	7.70130726	7.781677087	7.658454917	8.326036166	7.994429162	7.532640843
Pex7	8.585138174	8.766007167	8.827742787	9.134597576	8.798099878	8.925074308	9.272182731	8.797013842	9.330989693
Pf4	5.425365606	5.181575855	5.74228046	6.335624719	6.100118609	6.139596548	5.195919549	5.856683981	5.776266581
Pfas	8.143576337	7.681462124	7.530702993	7.343386915	7.820978664	7.440143327	7.440660952	8.043137697	7.269151599
Pfdn1	7.483224649	8.715780602	7.610082222	7.538497682	7.234730641	7.236364001	7.547342002	7.076278471	7.278808325
Pfdn2	9.016109443	8.744249738	8.624202755	9.272176436	9.014435104	9.377489539	9.005552666	8.803262764	9.359926724
Pfdn4	8.568820776	8.945518277	8.378648881	8.571625416	8.222746603	8.549483088	8.418188969	8.100472851	8.385139925
Pfdn5	11.98166195	12.17868517	11.74606243	11.48484694	11.27726939	11.81878159	11.83863685	11.27218307	11.73601805
Pfkfb1	7.729742331	7.474163234	7.278596636	7.322249812	6.385836125	6.734065538	7.287280355	7.321037057	6.864567859
Pfkfb2	9.129189006	8.906904831	9.438803742	9.832683217	10.01295185	10.04446907	10.13859254	9.958312895	10.02267833
Pfkfb3	11.14240576	10.82287768	10.50166014	9.314389561	9.718842779	9.396645393	9.369428399	9.407421832	9.287620633
Pfkfb4	5.425365606	5.181575855	5.840136481	6.312110711	6.598056133	6.542186847	6.902483233	6.569689709	5.701442157
Pfkl	9.221575904	9.391082296	9.594658274	8.216446786	7.920688963	8.496979811	8.105775119	8.386283389	8.252915188
Pfkm	6.961092471	7.173267938	7.493053303	7.289913248	7.244586094	7.27964358	7.012627091	7.303014011	7.093377543
Pfkp	12.46669485	12.44621887	12.27215489	12.95351811	12.75150546	12.9113649	12.02961867	12.19944368	12.26412721
Pfn1	14.21807962	14.00288415	13.58469427	12.35378013	12.87034518	13.28036183	12.83768744	13.01346396	12.78174101
Pfn2	7.022513538	6.942427956	7.001670573	7.394835615	7.366567342	7.072832184	7.103322463	6.53725041	6.83795725
Pfn3	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pfn4	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535	5.306121106	5.281527788	4.811952535	6.152480079
Pfpl	4.811952535	4.811952535	4.811952535	5.102753323	4.811952535	4.811952535	4.811952535	4.811952535	4.811952535
Pga5	4.811952535	4.811952535	5.449786483	5.102753323	5.083320301	4.811952535	5.083857635	4.811952535	4.811952535
Pgam1	9.231942796	9.155270549	8.579064294	8.238688613	7.574314834	7.666509269	7.578570623	7.551150816	7.908317882
Pgam2	6.744772552	6.256388649	6.63509987	6.943160361	6.614156024	6.765976002	6.69491666	6.775516595	7.001866032
Pgam5	10.03901447	10.13712511	10.2181298	10.0353463	9.990493008	10.25568646	10.11142542	10.11674018	10.26289956
Pgap1	8.721219893	8.864344901	10.86333263	10.72655143	9.954684668	10.09219952	11.94243097	11.52566691	11.62140908
Pgap2	10.4984849	10.70522195	10.56239486	10.65148398	10.28732344	10.52599785	10.54852365	10.61756199	10.48799849
Pgap3	5.771387917	6.492769274	6.174465153	5.672995984	6.366287208	5.930542931	6.102518997	6.217698371	6.077639029
Pgbd1	5.425365606	4.811952535	5.546512478	5.102753323	5.936296104	5.562026586	5.353384952	6.027662371	5.573704104
