	Bach2	Bcl11b	Bcl6	Cebpg	Dmrta1	Egr2	Elf4	Eomes	Esr1	Esrra	Ets2	Foxc1	Foxj1	Foxm1	Foxo1	Glis3	Gtf3a	Irf4	Irf5	Irf7	Irf8	Jdp2	Klf12	Klf2	Klf5	Klf8	Lef1	Max	Mef2c	Mef2d	Meis3	Nr4a2	Pparg	Prdm1	Relb	Sox8	Stat3	Stat4	Stat5a	Stat5b	Tada2b	Tbx21	Tcf7	Trp53	Zbtb16	Zfhx3	Zfp287	Zfp553	Zfp57	Zfp606	Zfp646	Zfp768	Zfp827
Adap1	0	0	0	0	0	0	2.0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	1.0	2.0	2.0	1.0	2.0	0	0	0	0	0	0	0.5	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0
Adck3	1.0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Adcy3	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Adcy7	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-0.5	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Add3	1.0	0	0	0	0	1.0	3.0	1.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	1.0	0	0	0	0	3.0	0.5	0	0	0	0	0	0	0	0	1.0	0.5	0	0	0	0	0	0	0	0	0	0
Adh1	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.5	1.5	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adm	-2.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Adrb2	2.0	0.5	0	0	0	1.0	2.0	3.0	0	0	2.5	0	0	0	0	0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	0	0	0.5	1.0	1.0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	3.0	0	0	1.0	0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
Adrbk2	0	0	0	0	0	0	-1.0	0	-2.0	-2.0	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adssl1	-3.0	-0.5	0	0	-0.5	-2.0	-1.0	0	0	0	-1.5	0	-2.0	0	0	0	-3.0	-4.0	-4.0	-8.0	-8.0	0	0	0	0	0	0	0	-1.0	-2.0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	-1.0	0	0	0	-1.5	0	-3.0	-3.0	-1.5	-3.0	-3.0	-3.0	-3.0
Afap1l1	0	-0.5	0	-2.0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Aff3	1.0	0.5	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	3.0	3.0	6.0	6.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Agap1	-2.0	0	0	0	0	0	-2.0	-1.0	0	0	-1.0	0	0	0	-1.0	0	-1.0	-0.5	-0.5	-1.0	-1.0	-1.0	0	0	0	0	0	0	-1.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Agpat4	3.0	0.5	0	0	0	2.0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	1.5	1.5	3.0	3.0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	2.0	2.0	2.0	2.0	1.0	0	0.5	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Agtpbp1	0	0.5	0	0	0	1.0	3.0	0	0	0	2.5	0	0	0	0	0	0	2.5	2.5	5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahcyl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahnak	2.0	0.5	0	0	0	0	2.0	1.0	0	0	2.0	0	0	0	0	0	0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	0.5	1.0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0	0	0	0	0	0	0	0	0	0
Ahr	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Ahrr	-1.0	-0.5	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-2.0	0	-2.0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	-2.0	0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0
Ai413582	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ai504432	0	-0.5	0	0	0	-1.0	-1.0	0	0	0	-1.5	0	0	-1.0	0	0	-1.0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	-2.0	-2.0	-2.0	-2.0	0	0	-0.5	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ai661453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Aif1	0	0	0	0	0	0	-2.0	-1.0	0	0	-2.0	0	0	0	0	0	0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Aim1	1.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0
Aim1l	0	0.5	0	0	0	1.0	0	0	0	0	1.5	0	0	0	0	0	0	1.0	1.0	2.0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Ak129341	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	0	0	0	0	0	0	0	0	0
Ak2	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak3	0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akirin2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Akr1c13	-1.0	0	0	0	0	-1.0	-2.0	0	0	0	-2.0	-1.0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Alcam	-3.0	-0.5	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-1.0	-1.5	-1.5	-3.0	-3.0	-1.0	0	0	0	0	-1.0	-1.0	-0.5	-1.0	0	0	0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	-0.5	-2.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Aldh1l1	0	0	0	0	0	0	0	0	-2.0	-2.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh7a1	0	0	0	0	0	1.0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1.0	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Alg14	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	0	0	-3.0	-3.0	-3.0	-3.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0
Alkbh4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amica1	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Amph	-1.0	0	0	0	0	-1.0	-2.0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl7	0	0.5	0	0	0	0	1.0	0	0	0	1.5	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank2	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankmy2	-1.0	-0.5	0	0	0	-1.0	-1.0	0	-1.0	-1.0	-2.0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	-0.5	-1.0	0	-2.0	-1.0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd12	-2.0	-0.5	0	0	0	0	-1.0	-2.0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-2.0	-2.0	-1.0	0	0	0	0	-4.0	-1.0	0	0	-2.0	0	-0.5	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0
Ankrd13b	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd33b	-2.0	0	0	0	0	-1.0	-1.0	0	0	0	-1.5	0	0	0	0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ankrd50	0	0	0	0	0	0	0	-3.0	-1.0	-1.0	-1.5	0	-2.0	0	0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	-0.5	-1.0	-2.0	0	0	0	0	0	0	0	0	0	0	-3.0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Ankrd54	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ano10	0	0	0	-2.0	0	0	-2.0	-2.0	0	0	-2.5	0	0	0	0	0	-3.0	0	0	0	0	0	0	0	0	0	-3.0	0	0	0	-1.0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-2.0	-1.5	0	-1.5	0	-3.0	-3.0	-1.5	-3.0	-3.0	-3.0	-3.0
Anp32a	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.5	-2.5	-5.0	-5.0	0	0	0	0	0	0	0	0	0	0	-2.0	0	-1.0	-1.0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32b	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32e	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa1	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	2.0	2.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
Anxa2	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	1.5	3.0	1.0	1.0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
Aoah	0	0.5	0	0	0	1.0	1.0	0	0	0	1.5	0	0	0	0	0	1.0	2.5	2.5	5.0	5.0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	1.0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Ap3s1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apaf1	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0
Apc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Apcdd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apex2	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	2.0	2.0	4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplp1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1.0	1.0	0	2.0	2.0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apobec1	0	0	0	0	0	-1.0	0	0	0	0	0	0	-3.0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aprt	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp11	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp9	0	0	0	0	0	-1.0	-1.0	-1.0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Ar	0	0	0	0	0	-1.0	-1.0	0	0	0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap15	-1.0	-0.5	0	0	0	0	-2.0	0	0	0	-1.5	0	0	0	0	0	0	-3.5	-3.5	-7.0	-7.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0	-2.0	-2.0	-2.0	-2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap17	0	-0.5	0	0	0	-1.0	-2.0	-1.0	0	0	-1.5	0	0	0	0	0	0	-1.5	-1.5	-3.0	-3.0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Arhgap21	0	0	0	0	0	0	1.0	1.0	0	0	0.5	0	0	0	0	0	1.0	0.5	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Arhgap22	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap26	-3.0	-0.5	-1.0	-2.0	0	-1.0	-1.0	-1.0	0	0	-2.0	-2.0	-2.0	0	-3.0	-2.0	-4.0	-0.5	-0.5	-1.0	-1.0	-1.0	0	0	0	0	-1.0	-1.0	-1.0	-2.0	0	-1.0	-0.5	-1.0	-1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.5	-1.0	-2.0	0	-4.0	-4.0	-2.0	-4.0	-4.0	-4.0	-4.0
Arhgap27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap39	0	-0.5	0	0	0	0	0	0	0	0	-1.5	0	0	0	0	0	-2.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	-1.0	0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-2.0
Arhgap4	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap6	0	0	0	0	0	0	-1.0	0	0	0	-2.5	0	0	0	0	0	0	-1.5	-1.5	-3.0	-3.0	0	0	0	0	0	-3.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	-1.5	0	0	-1.0	0	0	0	0	0	0	0
Arhgap9	0	0	0	0	0	1.0	1.0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef10	1.0	0	0	0	0	2.0	1.0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0.5	1.0	1.0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0.5	1.0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
Arhgef5	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0
Arhgef6	-2.0	-0.5	0	0	0	-2.0	-1.0	0	0	0	-2.5	0	0	0	-1.0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	-2.0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Arhgef9	0	-0.5	0	-1.0	0	-1.0	0	0	0	0	-2.0	0	0	0	0	0	-1.0	-1.0	-1.0	-2.0	-2.0	0	0	0	0	0	-4.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	-2.0	-2.0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Arid5a	1.0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	2.0	2.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0.5	1.0	1.0	1.0	1.0	1.0	0	0.5	0	0	0	0	0	0	0	0	0	0
Arl15	1.0	0.5	0	0	0	1.0	1.0	1.0	0	0	1.5	0	0	0	0	0	0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	1.5	3.0	1.0	1.0	0.5	1.0	2.0	0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	1.0	0.5	0	0	0	0	0	0	0	0	0	0
Arl3	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4d	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	4.0	4.0	1.0	2.0	2.0	1.0	2.0	1.0	0	0.5	1.0	0	3.0	0.5	0	0	0	1.0	1.0	1.0	1.0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Arl5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Arl6ip5	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0.5	0.5	1.0	1.0	0	1.0	1.0	0.5	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Armc7	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx4	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arnt2	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	-3.0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	-1.0	-2.0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Arntl	-1.0	0	0	0	0	0	-2.0	0	0	0	-2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrb1	-1.0	0	-1.0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	-1.0	-0.5	-0.5	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Arrdc4	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	-0.5	0	-1.0	-1.0	-0.5	-1.0	-1.0	-1.0	-1.0
Arsb	2.0	0.5	0	0	0	1.0	2.0	3.0	1.0	1.0	2.5	0	0	0	1.0	0	1.0	2.0	2.0	4.0	4.0	1.0	1.0	1.0	0.5	1.0	2.0	1.0	0	0	2.0	2.0	0	1.0	0	0.5	2.0	2.0	2.0	2.0	1.0	3.0	1.0	0	0.5	0	1.0	1.0	0.5	1.0	1.0	1.0	1.0
