	Bach1	E2f3	Ets1	Fosl1	Hey1	Klf8	Prdm1	Stat3	Zbtb7a	Zfp263	Zfp523
Tacc3	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	-0.5
Tacstd2	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Taf3	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Taf6	0	-0.5	-0.5	0	0	-0.5	0	0	0	0	0
Taf7	0.5	0	0	0	0	0	0.5	0	0	0	0
Tagap	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Tal1	0.5	0	0	0	0.5	0	0	0	0	0.5	0
Tanc1	0	-0.5	-0.5	0	0	0	0	0	0	0	0
Taok1	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Tap1	0	-0.5	-0.5	0	0	-0.5	0	0	0	-0.5	-0.5
Tapbpl	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Tatdn3	0	0	0	0	0	-0.5	0	0	0	0	0
Tax1bp1	0	0	0	0	0	0	0.5	0.5	0.5	0	0
Taz	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tbc1d1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Tbc1d13	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tbc1d19	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Tbc1d2	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Tbc1d24	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Tbc1d2b	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Tbc1d4	1.5	0.5	0	1.5	0	0	0.5	0.5	0.5	1.5	0
Tbc1d8	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tbrg3	0	0.5	0	0.5	0	0.5	0	0.5	0	0	0
Tbxas1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tcf19	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	0	0
Tcirg1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tcp11l2	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Tdp1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tead1	0	0	0	0.5	0	0	0.5	0	0	0.5	0
Tecpr2	0	0	0	0	0	0	0	-0.5	0	0	0
Tek	0	0	0	0	0	0	0	0	0	0.5	0
Tenc1	0.5	0.5	0	0.5	0.5	0	0.5	0	0.5	0	0
Tep1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tes	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Tesc	0	0.5	0	0	0	0	0	0	0	0	0
Tesk2	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Tex14	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Tex2	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0	0
Tex9	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Tfip11	0	0	0	0.5	0.5	0	0.5	0.5	0	0.5	0
Tgfb1i1	0	0	0	0	0.5	0.5	0	0	0.5	0.5	0
Tgfbr1	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Tgfbr3	0	0	0	0	0	0	0.5	0	0	0	0
Tgif2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tgm2	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tgs1	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Tgtp2	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Thap3	0	-0.5	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5
Thbd	0	0	0	0.5	0.5	0	0	0	0	0	0
Thbs1	0	0	0	0	0	0	0	0.5	0	0.5	0
Thbs3	0	0	0	0	0	0	0	0	0.5	0.5	0
Thoc1	0	0	0	0	1.5	0	0.5	0	0.5	0.5	0
Thsd4	0	0	0	0	0	0	0.5	0	0	0.5	0
Thsd7a	0	0	0	0	0	0	0.5	0	0	0	0
Thumpd1	0	0	0	0	0	0	0	0	0.5	0	0
Tiam1	1.5	0	0	1.5	0	0.5	0.5	0.5	0.5	0.5	0
Ticam2	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Tifa	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Tifab	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Timd4	0	0	0	0	0	0	0	0	0	-0.5	0
Timeless	0	0	-0.5	-1.0	0	-0.5	0	-1.5	-0.5	0	0
Timm8b	0	0	-0.5	0	0	0	0	0	0	0	0
Timp1	0.5	0	0	0.5	0	0	0	0	0	0	0
Timp2	0	0.5	0	0	0	0	0	0	0	0.5	0
Timp3	0	0	0	0	0	0	0	0	0.5	0	0
Tirap	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Tjp2	0	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0
Tjp3	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tkt	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tle1	0	0.5	0	0	0.5	0.5	0.5	0	0	0.5	0
Tle4	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Tlr11	0	0	0	0	0	0	0	-0.5	0	0	0
Tlr12	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5
Tlr13	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Tlr2	1.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0
Tlr3	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Tlr5	0.5	0	0	1.5	0	0	0.5	0.5	0.5	1.5	0
Tm2d2	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Tm9sf3	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Tmbim1	0	0.5	0	1.5	0	0.5	0.5	0.5	0.5	0.5	0
Tmcc3	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	-0.5
Tmco4	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Tmem104	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tmem106a	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Tmem120a	0	0	0	0	0	0.5	0	0	0	0.5	0
Tmem14c	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Tmem150b	0	0	-0.5	0	0	0	0	0	0	0	0
Tmem150c	0	0	0	0	0	0	0	0	0	0.5	0
Tmem165	0	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0
Tmem168	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Tmem170b	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Tmem173	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Tmem189	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Tmem194	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Tmem194b	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Tmem206	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tmem219	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tmem229b	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Tmem57	0	0.5	0	0	0.5	0.5	0	0	0	0	0
Tmem65	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	0
Tmem68	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Tmem8	0	0	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tmem86a	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Tmod2	0	0.5	0	0	0.5	0	0	0.5	0	0	0
Tmpo	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Tmtc1	0	0	0	0	0	0	0.5	0	0	0.5	0
Tmtc2	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Tnfaip3	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Tnfaip8	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Tnfaip8l2	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Tnfrsf10b	0	0	0	0	0	0	0	0.5	0	0	0
Tnfrsf13c	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tnfrsf14	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Tnfrsf1b	0.5	0.5	0	1.5	0.5	0.5	0.5	0.5	0	1.5	0
Tnfrsf23	0	0	0	0.5	0	0	0.5	0	0	0	0
Tnfrsf8	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0	0
Tnfrsf9	0	0	0	0.5	0	0	0	0	0	0	0
Tnfsf10	0	0	0	0	0	0	0	-0.5	-0.5	0	0
Tnfsf12	0	0	0	0	0	0	0	0.5	0	0.5	0
Tnfsf14	0	0	0	0.5	0	0	0	0.5	0	0.5	0
Tnfsf4	0	0	-0.5	0	0	0	0	0	0	0	0
Tnfsf9	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5	0
Tnip1	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Tnip2	0	0.5	0	0	0	0.5	0.5	0.5	0	0	0
Tnip3	0.5	0	0	0.5	0	0	0.5	0.5	0	0.5	0
Tnn	0	0	0	0	0	0	0	0	0	0.5	0
Tnpo3	0	0.5	0	0.5	0.5	0	0	0.5	0	0.5	0
Tns3	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Tns4	0	0	-0.5	0	0	0	0	0	0	0	0
Tnxb	0	0	0	0.5	0	0	0.5	0	0	0.5	0
Tollip	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Tom1l2	0	0.5	0	0	0.5	0.5	0.5	0	0	0	0
Top1	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Top2a	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Top3a	0.5	0	0	0	0	0	0.5	0	0	0.5	0
Tor1a	0	0	-0.5	0	0	0	0	0	0	0	0
Tox2	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Tpbg	0	0.5	0	0.5	0	0	0.5	0.5	0	0.5	0
Tpcn2	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0
Tpm1	0	0	0	0.5	0	0	0.5	0	0	0	0
Tpm4	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Tpmt	0	0	0	0	0	-0.5	0	0	0	0	0
Tpst1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Tpx2	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Traf3	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Traf3ip3	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Traf5	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0
Trafd1	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Trappc5	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Treh	0	0	0	0	0	0.5	0	0	0	0.5	0
Trem1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Trem3	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Treml2	0	-0.5	-0.5	0	0	0	0	-0.5	0	-0.5	0
Treml4	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Trim12a	0	-0.5	0	0	0	0	0	0	0	-0.5	0
Trim13	0	0	0	0	0	0.5	0	0	0	0	0
Trim14	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Trim16	0	0	0	0.5	0	0	0.5	0.5	0	0	0
Trim2	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Trim21	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Trim23	0	0	0	0	0	0	0	0.5	0	0	0
Trim30a	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Trim30d	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Trim33	0	0.5	0	0.5	0.5	0	0.5	0	0.5	0.5	0
Trim34a	0	-0.5	0	0	0	0	0	-0.5	0	-0.5	0
Trim35	0	0	0	0	0	0	0.5	0	0.5	0	0
Trim65	0	0	-0.5	0	0	-0.5	0	0	0	-0.5	0
Trip10	0	0	0	0	0	0.5	0	0.5	0.5	0.5	0
Trit1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Trmt112	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Trmt2b	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Troap	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Trp53inp1	0	0	0	0	0	-0.5	0	-0.5	0	-0.5	0
Trpm2	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Trpm7	0	0.5	0	0	0.5	0	0	0	0	0	0
Trps1	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0
Trub1	0	0	-0.5	0	0	0	0	-0.5	0	0	-0.5
Tsc1	0	0	0	0.5	0	0	0	0.5	0	0.5	0
Tsc22d1	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Tsc22d3	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Tsc22d4	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Tsg101	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Tsku	0	0	0	0	0	0	0	0	-0.5	0	0
Tsnax	0	0	-0.5	0	0	0	0	0	-0.5	0	0
Tspan1	0	0	0	0	0	0	0	0	0.5	0	0
Tspan3	0	0	0	0	0	0	0.5	0	0.5	0	0
Tspan4	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0
Tsr1	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0
Tssc4	0	0	-0.5	0	0	0	0	0	0	-0.5	0
Tstd1	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0
Ttc19	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Ttc21b	0	0	0	0	0	-0.5	0	0	-0.5	-0.5	0
Ttc32	0	0	-0.5	0	0	0	0	0	0	0	0
Ttc38	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5
Ttc39b	0	0	0	0.5	1.5	1.5	0.5	0	0.5	1.5	0
Ttc5	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Ttc9c	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Tti1	0	-0.5	-0.5	0	0	0	0	0	0	-0.5	-0.5
Ttl	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Ttll3	0	0	0	0	0	0	0	0	0.5	0.5	0
Ttn	0	0	0	0	0	0.5	0	0.5	0	0	0
Tuba1a	0	0	0	0	0	0	0	0.5	0	0.5	0
Tubb3	0	0	0	0	0.5	0.5	0	0.5	0	0	0
Tubb5	0	-0.5	0	0	0	-0.5	0	0	0	-0.5	0
Tubg1	0	0	0	0	0	0	0	0	0	-0.5	0
Tulp3	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Twf1	0	0	0	0.5	0	0.5	0.5	0.5	0	0	0
Twsg1	0	0	0	0.5	0.5	0.5	0	0.5	0	0.5	0
Txnrd1	0	0	0	0	0.5	1.5	0.5	0.5	0	0	0
Tymp	0	0	0	0	0.5	0	0	0.5	0.5	0	0
Tysnd1	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Uba3	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Uba52	0	0	-1.5	0	0	-1.5	0	-1.5	-0.5	-0.5	0
Uba6	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Uba7	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Ubac2	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Ubc	0	0	-1.5	0	0	-1.5	0	-1.5	-0.5	-0.5	0
Ube2c	0	0	0	0	0	0	0	0	-0.5	-0.5	0
Ube2e3	0	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0
Ube2g1	0	0.5	0	0	0.5	0	0.5	0.5	0.5	0.5	0
Ube2j2	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0	0
Ube2l6	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	0
Ube2q2	0	0	0	0	0.5	0	0	0.5	0	0.5	0
Ube2t	0	0	-0.5	0	0	-0.5	0	0	0	0	0
Ube2v1	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Ube2z	0	0.5	0	0	0.5	0	0.5	0	0.5	0.5	0
Ube4b	0	0	0	0	0	0	0	-0.5	-0.5	-0.5	0
Ubr1	0	0.5	0	0	0.5	0	0	0.5	0	0	0
Ubr5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Ubtd2	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Ubxn7	0	0.5	0	0	0.5	0	0.5	0	0	0.5	0
Uck2	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0
Uckl1	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	-0.5
Uevld	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Ufsp2	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	-0.5
Ugcg	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Ugdh	0	0	0	0	0.5	0.5	0	0	0	0.5	0
Ugt1a2	0.5	0	0	0	0	0	0	0.5	0	0.5	0
Uhrf1	0	-0.5	0	0	0	-0.5	0	0	0	0	0
Uhrf1bp1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Unc119	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Unc13d	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Unc93b1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Unk	0	-0.5	-1.5	-1.0	0	0	0	-1.5	-0.5	-1.5	-0.5
Upb1	0	0	0	0	0	0	0	-0.5	0	0	0
Upp1	0	0	0	0	0	0.5	0.5	0.5	0	0	0
Uqcr10	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Uqcr11	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Uqcrq	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Urb1	0	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0
Urgcp	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0
Usf2	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Uso1	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0
Usp12	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Usp18	0	0	0	0	0	-0.5	0	0	0	-0.5	0
Usp20	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0
Usp21	0	0	0	0	0	-0.5	0	-0.5	-0.5	0	0
Usp28	0	0	0	0	0.5	0.5	0	0	0	0	0
Usp31	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0
Usp35	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0
Usp42	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Usp45	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Usp49	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0.5	0
Usp5	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	-0.5
Usp53	0.5	0.5	0	0.5	0.5	0.5	0	0.5	0.5	0	0
Usp9x	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Ust	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Utp14b	0	0.5	0	0	0.5	0.5	0	0	0.5	0	0
Utp20	0	0.5	0	0	0	0	0	0	0	0	0
Utp23	0	0	0	0	0	0	0.5	0.5	0	0	0
Uxt	0	0	0	0	0	0	0	0.5	0	0	0
Vamp1	0	-0.5	-0.5	0	0	-0.5	0	-0.5	0	0	0
Vamp8	0	-0.5	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Vars	0	0	0	0	0	0	0	0	0	-0.5	0
Vash1	0	0	0	0	0	0	0	0.5	0	0	0
Vat1	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0
Vav2	0	0	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Vav3	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Vcam1	0	0	0	0	0	0	0.5	0	0	0	0
Vcan	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0
Vcl	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0
Vdr	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0
Vegfa	0	0	0	0	0	0.5	0	0	0.5	0.5	0
Vegfc	0	0	0	0	0.5	0	0	0	0	0	0
Vezt	0	0.5	0	0	0.5	0.5	0	0	0.5	0	0
Vhl	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Vim	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0
Vit	0	0	0	0	0	0	0	0.5	0	0	0
Vmn2r90	0	0	-0.5	0	0	0	0	0	0	0	0
Vps26a	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Vps26b	0	-0.5	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Vps29	0	0	0	0	0	0.5	0.5	0	0	0	0
Vps35	0	0.5	0	0	0	0.5	0	0	0	0	0
Vps53	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	0
Vrk1	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Vsig10l	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Vwa1	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Wapal	0	0	0	0	0.5	0	0	0	0	0.5	0
Was	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Wasl	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Wdfy2	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	-0.5
Wdfy4	0	0	-0.5	0	0	0	0	-0.5	0	-0.5	-0.5
Wdr12	0	0	-0.5	0	0	0	0	0	-0.5	-0.5	0
Wdr34	0	0	0	0	0	0	0	0	-0.5	0	0
Wdr41	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0
Wdr5	0	0.5	0	0	0.5	0.5	0	0.5	0	0	0
Wdr76	0	0	-0.5	0	0	0	0	0	0	0	0
Wdr83	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0
Wdr86	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Wdr91	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0
Wdtc1	0	0.5	0	0.5	0	0	0	0.5	0	0.5	0
Wdyhv1	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Whamm	0	-0.5	0	0	0	0	0	-0.5	0	0	0
Wipf1	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Wnt2b	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0
Wrnip1	0	0	-0.5	0	0	0	0	0	0	-0.5	-0.5
Wsb2	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0
Xpo7	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Xrcc6bp1	0	0	-0.5	0	0	-0.5	0	-0.5	0	0	-0.5
Xylt1	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Yes1	0	0	0	0	0	0	0.5	0	0	0.5	0
Ykt6	0	0	0	0.5	0	0	0	0	0	0	0
Yod1	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Ypel1	0	0	0	0	0	0.5	0	0	0.5	0	0
Ypel3	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Ythdf2	0	0	0	0	0.5	0	0	0	0.5	0.5	0
Zbp1	0	0	0	0	0	0	0	-0.5	0	-0.5	0
Zbtb12	0	-0.5	0	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Zbtb16	0.5	0	0	0.5	0	0	0.5	0.5	0.5	0	0
Zbtb32	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0
Zbtb33	0	0	0	0	0.5	0	0	0	0	0.5	0
Zbtb39	0	0	0	0	0.5	0	0	0.5	0.5	0.5	0
Zbtb42	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0
Zbtb43	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0	0
Zbtb46	0	0.5	0	0	0.5	0.5	0	0.5	0.5	0	0
Zbtb6	0	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0
Zbtb7a	0	0.5	0	0	0.5	0.5	0	0.5	0	0.5	0
Zbtb7b	0	0	-0.5	0	0	0	0	-1.5	-0.5	-1.5	0
Zbtb8os	0	0	-0.5	0	0	0	0	-0.5	-0.5	0	0
Zc3h12c	0.5	0	0	0.5	0.5	0	0	0.5	0.5	0.5	0
Zc3h12d	0	0	-0.5	0	0	0	0	0	0	0	0
Zc3h7b	0	0	0	0	0	0	0	-0.5	0	0	0
Zc3hav1l	0	0	0	0	0	0	0	0	0	0.5	0
Zc3hc1	0	0	0	0	0	0	0	0.5	0.5	0	0
Zcchc11	0	0	0	0	0.5	0	0.5	0.5	0	0.5	0
Zcchc14	0	0	0	0	0.5	0	0	0.5	0	0	0
Zcchc24	0	-0.5	0	0	0	-0.5	0	-0.5	0	-0.5	0
Zcchc3	0	0	0	0	0.5	0	0	0	0	0.5	0
Zdhhc18	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5	0
Zdhhc24	0	0	0	0	0	-0.5	0	0	0	0	0
Zeb1	0	0	0	0	0.5	0	0	0.5	0.5	0	0
Zfand1	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Zfc3h1	0	0	0	0	0	0	0	0.5	0.5	0.5	0
Zfhx2	0	0	0	0.5	0	0.5	0	0.5	0	0.5	0
Zfp109	0	0	-0.5	0	0	0	0	-0.5	0	0	0
Zfp110	0	0	0	0	0	0	0	0.5	0	0	0
Zfp142	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0
Zfp26	0	0	0	0	0	0.5	0	0.5	0	0.5	0
Zfp263	0	0.5	0	0	0	0.5	0	0	0	0	0
Zfp27	0	0.5	0	0	0	0	0	0.5	0	0.5	0
Zfp277	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	-0.5
Zfp324	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Zfp35	0	0	0	0	0	0	0	0	0	0.5	0
Zfp36	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	-0.5	0
Zfp366	0	0	0	-1.0	0	0	0	0	0	-0.5	0
Zfp36l1	0	0	-0.5	0	0	-0.5	0	0	-0.5	-0.5	0
Zfp36l2	0	-0.5	-0.5	0	0	0	0	-0.5	-0.5	-0.5	0
Zfp382	0	0.5	0	0	0.5	0	0	0.5	0	0	0
Zfp395	0	0	-0.5	0	0	-0.5	0	-0.5	-0.5	0	0
Zfp408	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0
Zfp410	0	0	0	0	0.5	0	0	0	0	0	0
Zfp414	0	0	-0.5	0	0	-0.5	0	-0.5	0	-0.5	0
Zfp423	0	0	0	0	0	0	0	0.5	0	0	0
